Row,words,uppercases,questions,exclamations,authors,citations,firstperson,secondperson,thirdperson,sentencelength,repetitiveness,authorHits,titleUppercase,errorLevel,sentiment,informativeness,superlativesPerWords,superlativesPerAdjectives,usedsources,internsources,externsources,usedimages
words,1,0.0969547628338595,0.996014022989923,0.850482479412292,1.16112462723339e-12,0.00388688080157551,0.0487282836136457,-0.0978963883490764,0.055214850836046,-0.072191509547259,-0.790076280063972,-0.0638051681879896,-0.158092527387751,0.0583795970879282,0.0197723113282682,0.18859533127399,0.0521305161036699,0.0571524365510253,0.491811644859498,0.576502733141263,0.346270758752077,0.13525661685559
uppercases,0.0969547628338595,1,0.0720960225645366,2.67415785445074e-10,0.265212047032529,0.620997890566208,0.117978845133812,0.0812762681818908,0.214502956788884,0.00274808013856354,0.166107863550654,-0.0123779505993838,0.0266504087358549,0.0243839630010635,-0.0515741520856575,-0.11185741594652,-0.0848386926366078,-0.0774141001479929,-0.0482600837783831,-0.0490351984385711,-0.0261770915589154,0.0620009849989956
questions,0.996014022989923,0.0720960225645366,1,0.398406099063698,0.165892519484625,0.260154073161307,0.0170721578636804,-0.0558539676962421,0.12097324229537,-0.0852758750301461,-0.0637023949210612,0.0552931902251182,0.125485285893189,0.0459806405644988,0.0757338682517101,-0.0143135728013496,0.0473906771417767,0.0089433827860485,-0.00890353604154039,-0.0398918276334888,0.042672383884234,-0.0271306740579259
exclamations,0.850482479412292,2.67415785445074e-10,0.398406099063698,1,0.16666513109811,0.787793666492755,0.42480969286147,0.273163512017276,-0.135978951743547,0.039373821881413,0.0721628058487144,0.0280706153744594,-0.00524665062157321,-0.106682774497574,-0.0422850079719774,0.0332868560998466,-0.0201245538998294,-0.0341080120261817,-0.034260843651842,-0.091581429705834,-0.0148740179171838,0.00228059810102649
authors,1.16112462723339e-12,0.265212047032529,0.165892519484625,0.16666513109811,1,0.18316984043237,0.0717462228869267,-0.160651717912988,0.0330837831076759,-0.143368155929812,-0.423201789254273,0.0584590509068684,-0.258438357530605,0.100116602169429,-0.0328046671597437,0.0672230622585563,-0.0518839354965849,-0.0276116720860378,0.284929353984095,0.451911835345665,0.176239384386822,0.182709334244333
citations,0.00388688080157551,0.620997890566208,0.260154073161307,0.787793666492755,0.18316984043237,1,0.925032889804895,-0.00780218173186662,-0.00274048133167682,0.244801071094661,0.228288164810318,-0.0755934852120938,-0.170164085371295,-0.0376524595062682,-0.102356487315352,-0.229013283145262,-0.122759945327747,-0.118450088106177,-0.104686899284221,0.0650118401693123,-0.0898160314454602,0.032993888609027
firstperson,0.0487282836136457,0.117978845133812,0.0170721578636804,0.42480969286147,0.0717462228869267,0.925032889804895,1,0.0230138724537967,0.278185907275138,-0.145312223668204,0.0730488511162619,-0.00788395987967102,0.0198568110887961,-0.0869234825703124,0.15026290041924,-0.152049651214337,0.0514696134467673,0.0232937296697891,-0.0151778586515876,-0.152783332454226,-0.0022061846946359,0.0505768569263358
secondperson,0.167863615661375,0.252578322927415,0.432127202149914,9.09322041257702e-05,0.0230564199789918,0.91268729904786,0.74634074462845,1,-0.0347082635337763,-0.0673653691311839,0.121098829817064,-0.00845178788590082,-0.0133664957837472,-0.106542825790989,0.257797112614356,-0.0395012715613897,0.153825799871564,0.156602520930764,-0.0699854103319035,-0.115603462133789,-0.0503776021852068,-0.0462833837287418
thirdperson,0.437421891446966,0.00228766513967739,0.0879394077713664,0.0548697624016487,0.641881307800922,0.969278344267735,6.64926010706962e-05,-0.0347082635337763,1,-0.12871325365843,0.0492069100415573,-0.0104181011499453,0.0466212769262319,0.118084357077934,0.126498563301301,-0.0611954690013719,-0.0514202741656738,0.0129347506704031,0.0611883914629186,0.108650440521354,-0.0463071500484423,0.0848872778772847
sentencelength,0.309691798344735,0.969193201221713,0.229901709290141,0.579883830073299,0.0428367818178085,0.000476521026760641,0.0400673261017838,-0.0673653691311839,-0.12871325365843,1,0.0825721482702195,-0.0088718607266342,-0.0979423885457337,0.0616357316747545,-0.29433449986281,-0.0379562882208207,-0.0864033780703165,-0.106182533309441,-0.0240040348026356,0.00988552509503669,-0.00994227421788793,-0.123283778175742
