cLogisticRegressErgebnisse1,cLogisticRegressErgebnisse2,cLogisticRegressErgebnisse3,cLogisticRegressErgebnisse4,cLogisticRegressErgebnisse5,cLogisticRegressErgebnisse6
Variable,Estimate,SE,tStat,pValue,ODD-Ratio
Konstante,-5.01021301532143,5.59883069654966,-0.894867747726152,0.37085778946286,0.00666948245298037
$X_{1}$ words,4.22503717387605,15.3878641181206,0.274569436111715,0.783647050571558,68.3770453411222
$X_{2}$ uppercases,6.25834040718409,10.1655208632691,0.615643850557354,0.538129603289254,522.351329852856
$X_{3}$ questions,-0.0428550286384407,0.989172710419226,-0.0433241113377239,0.965443171195966,0.958050269852054
$X_{4}$ exclamations,-1.94910341513701e-06,0.000139682958209966,-0.0139537667308505,0.988866866245885,0.999998050898484
$X_{5}$ authors,-4.85077227508333,41.848051776253,-0.115913933126893,0.907720753095196,0.0078223342221574
$X_{6}$ citations,-1.21030750396207,33.4032008732493,-0.0362332792164039,0.971096350426216,0.298105596682111
$X_{7}$ firstperson,15.4875564446849,33.091843614644,0.468017334574592,0.639772193436727,5323047.01576502
$X_{8}$ secondperson,-7.07141085231937e-06,4.95450231619318e-05,-0.142726966323284,0.886505818702801,0.99999292861415
$X_{9} $thirdperson,2.0370540763833,8.06315256527137,0.252637421888438,0.800548409355472,7.66798659021258
$X_{10}$ sentencelength,-2.19848675862518e-09,5.3856447680708e-08,-0.0408212359578389,0.967438409621562,0.999999997801513
$X_{11}$ repetitiveness,-0.283949314367379,2.85040109538577,-0.0996173187089482,0.920648143878481,0.752804800126757
$X_{12}$ authorHits,1.22747844960427,34.4732591766183,0.0356066841059465,0.971595978557196,3.41261360092134
$X_{13}$ titleUppercase,-0.00361505519043408,0.0303168996133033,-0.119242245630149,0.905083438215923,0.996391471254726
$X_{14}$ errorLevel,-0.630680151366797,6.8371618061143,-0.0922429758504173,0.92650499378294,0.532229681127623
$X_{15}$ sentiment,32.3715486025432,1011.89631477,0.0319909739071449,0.974479248993429,114494580112808
$X_{16}$ informativeness,-3.86751387016362,70.6237696998218,-0.0547622123061689,0.956327905415634,0.0209102905543722
$X_{17}$ super. per Words ,-31.3025336360345,198.978986069079,-0.157315776175316,0.874995987477088,2.5437965400448e-14
$X_{18}$ super. per Adj.,11.0101680694918,168.587277683531,0.0653084160369433,0.947928441623468,60486.0518492117
$X_{19}$usedsources,45.5162491134075,264.880849477569,0.171836692623043,0.863565918016679,5.85404190455124e+19
$X_{20}$internsources,12.0171685434478,74.1846937912588,0.161989865150105,0.871313834899483,165573.178700692
$X_{21}$externsources,-0.0613764936797934,1.91133620954384,-0.0321118248968042,0.97438287337036,0.940469092443731
$X_{22}$usedimages,0.00160116271540931,0.0123604940892554,0.129538730721222,0.896931380423583,1.00160244526086
